modular11_id,modular11_club,modular11_team_names,modular11_games,confidence,db_team_id,db_team_name,db_age_group,approve
494,Charlotte Independence Soccer Club,Charlotte Independence Soccer Club U13 AD | Charlotte Independence Soccer Club U14 AD | Charlotte Independence Soccer Club U15 AD | Charlotte Independence Soccer Club U16 AD | Charlotte Independence Soccer Club U17 AD | Charlotte Independence U13 HD | Charlotte Independence U14 HD | Charlotte Independence U15 HD | Charlotte Independence U16 HD | Charlotte Independence U17 HD,106,83.0,d0873afd-acc5-4c19-b701-f164be280b88,Charlotte Independence 12 BECNL,u14,
396,City SC Southwest,City SC Southwest U13 HD | City SC Southwest U14 HD | City SC Southwest U15 HD | City SC Southwest U16 HD | City SC Southwest U17 HD,153,82.9,45900b51-ff02-43d5-906f-3175cb8ca745,City SC Southwest B08 EA,u18,
1409,City SC Southwest,City SC Southwest U13 AD | City SC Southwest U14 AD | City SC Southwest U15 AD | City SC Southwest U16 AD | City SC Southwest U17 AD,44,82.9,45900b51-ff02-43d5-906f-3175cb8ca745,City SC Southwest B08 EA,u18,
105,Ballistic United,Ballistic United U13 AD | Ballistic United U13 HD | Ballistic United U14 AD | Ballistic United U14 HD | Ballistic United U15 AD | Ballistic United U15 HD | Ballistic United U16 AD | Ballistic United U16 HD | Ballistic United U17 AD | Ballistic United U17 HD,176,82.8,216a4bea-b6d2-4a2a-a868-d8a1cc2bd273,All United SC,u11,
105,Ballistic United,Ballistic United U13 AD | Ballistic United U13 HD | Ballistic United U14 AD | Ballistic United U14 HD | Ballistic United U15 AD | Ballistic United U15 HD | Ballistic United U16 AD | Ballistic United U16 HD | Ballistic United U17 AD | Ballistic United U17 HD,176,82.8,cb0c0249-d69e-48e2-9abd-a9fb4c808410,All United SC,u10,
1323,Ozark United FC Academy,Ozark United FC Academy U13 AD | Ozark United FC Academy U14 AD | Ozark United FC Academy U15 AD | Ozark United FC Academy U16 AD | Ozark United FC Academy U17 AD,70,82.8,d588f32e-a3f5-4d5b-a43e-5b81976eeac1,Lake United FC 2008 Elite,u18,
1323,Ozark United FC Academy,Ozark United FC Academy U13 AD | Ozark United FC Academy U14 AD | Ozark United FC Academy U15 AD | Ozark United FC Academy U16 AD | Ozark United FC Academy U17 AD,70,82.8,896f2b33-9d31-4c16-9328-6480ac8cd022,Lake United FC 2013 Elite,u13,
1323,Ozark United FC Academy,Ozark United FC Academy U13 AD | Ozark United FC Academy U14 AD | Ozark United FC Academy U15 AD | Ozark United FC Academy U16 AD | Ozark United FC Academy U17 AD,70,82.8,0e957981-9f63-4677-95ee-be79bb161548,Lake United FC 2010 Select,u16,
1270,Lou Fusz Athletic 2,Lou Fusz Athletic 2 U13 AD | Lou Fusz Athletic 2 U14 AD,18,82.6,c86b511a-1876-44da-a0f1-15c2ad9669cf,Lou Fusz Athletic 2008B MLS,u18,
363,Sol SC Florida,Sol SC Florida U13 AD | Sol SC Florida U13 HD | Sol SC Florida U14 AD | Sol SC Florida U14 HD | Sol SC Florida U15 AD | Sol SC Florida U15 HD | Sol SC Florida U16 AD | Sol SC Florida U16 HD | Sol SC Florida U17 AD | Sol SC Florida U17 HD,198,82.4,a876b30e-d069-4b18-9b5f-909a9f3e0415,Sol SC Florida 2009G,u17,
363,Sol SC Florida,Sol SC Florida U13 AD | Sol SC Florida U13 HD | Sol SC Florida U14 AD | Sol SC Florida U14 HD | Sol SC Florida U15 AD | Sol SC Florida U15 HD | Sol SC Florida U16 AD | Sol SC Florida U16 HD | Sol SC Florida U17 AD | Sol SC Florida U17 HD,198,82.4,0ff7406f-8df3-4ec4-933e-095932a0015f,Sol SC Florida 2012G,u14,
363,Sol SC Florida,Sol SC Florida U13 AD | Sol SC Florida U13 HD | Sol SC Florida U14 AD | Sol SC Florida U14 HD | Sol SC Florida U15 AD | Sol SC Florida U15 HD | Sol SC Florida U16 AD | Sol SC Florida U16 HD | Sol SC Florida U17 AD | Sol SC Florida U17 HD,198,82.4,057080e0-686b-4ce2-96d1-7e41f1019575,Sol SC Florida 2011G,u15,
942,GFI Academy South,GFI Academy South U13 AD | GFI Academy South U14 AD | GFI Academy South U15 AD | GFI Academy South U16 AD | GFI Academy South U17 AD,64,82.4,7d4f4e53-9bd3-403e-9c95-f3be9650c4db,South B13 Academy,u13,
942,GFI Academy South,GFI Academy South U13 AD | GFI Academy South U14 AD | GFI Academy South U15 AD | GFI Academy South U16 AD | GFI Academy South U17 AD,64,82.4,dc5227f8-544e-4d66-8849-dead983d649f,South B15 Academy,u11,
104,Silicon Valley Soccer Academy,Silicon Valley Soccer Academy U13 AD | Silicon Valley Soccer Academy U13 HD | Silicon Valley Soccer Academy U14 AD | Silicon Valley Soccer Academy U14 HD | Silicon Valley Soccer Academy U15 AD | Silicon Valley Soccer Academy U15 HD | Silicon Valley Soccer Academy U16 AD | Silicon Valley Soccer Academy U16 HD | Silicon Valley Soccer Academy U17 AD | Silicon Valley Soccer Academy U17 HD,178,82.1,56ef5e3c-d348-48c7-9db8-f2aaf4c32906,Ohio Valley Soccer,u13,
104,Silicon Valley Soccer Academy,Silicon Valley Soccer Academy U13 AD | Silicon Valley Soccer Academy U13 HD | Silicon Valley Soccer Academy U14 AD | Silicon Valley Soccer Academy U14 HD | Silicon Valley Soccer Academy U15 AD | Silicon Valley Soccer Academy U15 HD | Silicon Valley Soccer Academy U16 AD | Silicon Valley Soccer Academy U16 HD | Silicon Valley Soccer Academy U17 AD | Silicon Valley Soccer Academy U17 HD,178,82.1,c5c11846-91d1-4c9e-9569-abc476eeb440,Ohio Valley Soccer,u13,
1077,ALBION SC Denver,ALBION SC Denver U13 AD | ALBION SC Denver U14 AD | ALBION SC Denver U15 AD | ALBION SC Denver U16 AD | ALBION SC Denver U17 AD,19,82.1,172d73e0-e8fc-46ee-8222-5495a8834bd5,ALBION SC Denver G09 GA,u17,
1077,ALBION SC Denver,ALBION SC Denver U13 AD | ALBION SC Denver U14 AD | ALBION SC Denver U15 AD | ALBION SC Denver U16 AD | ALBION SC Denver U17 AD,19,82.1,c20d338a-791b-4264-8580-130fd01fb21b,ALBION SC Denver B11 EA,u15,
385,Nashville SC,Nashville SC U14 HD | Nashville SC U15 HD | Nashville SC U16 HD | Nashville SC U17 HD,81,81.8,f15c2665-a23c-428f-86ba-14a8be5f3776,TSC Nashville 2008 Boys Showcase,u17,
385,Nashville SC,Nashville SC U14 HD | Nashville SC U15 HD | Nashville SC U16 HD | Nashville SC U17 HD,81,81.8,ad8f74bc-2b06-4c42-b4e5-b3fae50aa57d,TSC Nashville 2013 Girls Showcase,u13,
27,New England Revolution,New England Revolution U13 HD | New England Revolution U14 HD | New England Revolution U15 HD | New England Revolution U16 HD | New England Revolution U17 HD,101,81.5,3ac88e06-561c-4161-b0da-b92d4ffb2010,New England Revolution 2010B MLS,u16,
27,New England Revolution,New England Revolution U13 HD | New England Revolution U14 HD | New England Revolution U15 HD | New England Revolution U16 HD | New England Revolution U17 HD,101,81.5,854f9475-66b8-4359-bbec-bed44c73eec8,New England Revolution 2009B MLS,u16,
1323,Ozark United FC Academy,Ozark United FC Academy U13 AD | Ozark United FC Academy U14 AD | Ozark United FC Academy U15 AD | Ozark United FC Academy U16 AD | Ozark United FC Academy U17 AD,70,81.5,1e0505f1-3242-4dfa-8fa6-fe73c41d57d2,LA UNITED FC,u18,
1323,Ozark United FC Academy,Ozark United FC Academy U13 AD | Ozark United FC Academy U14 AD | Ozark United FC Academy U15 AD | Ozark United FC Academy U16 AD | Ozark United FC Academy U17 AD,70,81.5,b862b461-812a-490c-94aa-640d6c57e45a,OC United FC,u12,
879,Colorado United SC,Colorado United SC U13 AD | Colorado United SC U14 AD | Colorado United SC U15 AD | Colorado United SC U16 AD | Colorado United SC U17 AD,15,81.5,0d54dcb9-ea6a-42b2-9588-f6f4e9f48434,Colorado Ice 2008 G Elite,u18,
879,Colorado United SC,Colorado United SC U13 AD | Colorado United SC U14 AD | Colorado United SC U15 AD | Colorado United SC U16 AD | Colorado United SC U17 AD,15,81.5,f4fea38e-dec4-41e5-bfff-ac0f13d40464,Colorado Ice 2012 boys Elite,u15,
1037,Southern States Soccer Club,Southern States Soccer Club U14 HD | Southern States Soccer Club U15 HD | Southern States Soccer U13 AD | Southern States Soccer U16 AD,38,81.2,72e99c03-f1f7-4d0b-be35-7f51085d7de9,Southern Strikers,u13,
882,Downtown Las Vegas Soccer Club,Downtown Las Vegas Soccer Club U13 AD | Downtown Las Vegas Soccer Club U14 AD | Downtown Las Vegas Soccer Club U15 AD | Downtown Las Vegas Soccer Club U16 AD | Downtown Las Vegas Soccer Club U17 AD,34,81.2,66696814-633c-47bd-8fc0-470317ddb4cb,Downtown LA SC 2013,u14,
580,FC Tucson Youth Soccer Club,FC Tucson Youth Soccer Club U13 AD | FC Tucson Youth Soccer Club U14 AD | FC Tucson Youth Soccer Club U15 AD | FC Tucson Youth Soccer Club U16 AD | FC Tucson Youth Soccer Club U17 AD,72,81.1,b4bffd5b-0660-4a01-9e12-3aaf57e99d56,FC Tucson Youth 11B NL,u15,
580,FC Tucson Youth Soccer Club,FC Tucson Youth Soccer Club U13 AD | FC Tucson Youth Soccer Club U14 AD | FC Tucson Youth Soccer Club U15 AD | FC Tucson Youth Soccer Club U16 AD | FC Tucson Youth Soccer Club U17 AD,72,81.1,c453a64b-9cce-4bc6-9d9c-4689f1596f9d,FC Tucson Youth 10B NL,u16,
580,FC Tucson Youth Soccer Club,FC Tucson Youth Soccer Club U13 AD | FC Tucson Youth Soccer Club U14 AD | FC Tucson Youth Soccer Club U15 AD | FC Tucson Youth Soccer Club U16 AD | FC Tucson Youth Soccer Club U17 AD,72,81.1,a999fbc1-166d-4bda-bc6d-71384bb238a8,FC Tucson Youth 09G NL,u17,
258,Washington Rush,Washington Rush U13 AD | Washington Rush U14 AD | Washington Rush U15 AD | Washington Rush U16 AD | Washington Rush U17 AD,40,81.1,f2bbbbf4-c46f-40ec-aa14-bbb3185c472b,Washington Rush B08 NL,u18,
1288,PA Classics Harrisburg,PA Classics Harrisburg U13 AD | PA Classics Harrisburg U14 AD,16,81.1,75f87dce-71c0-4ce0-90ce-5c888c28c0bb,PA Classics Hbg 2014 Boys U12 Elite Green,u12,
1288,PA Classics Harrisburg,PA Classics Harrisburg U13 AD | PA Classics Harrisburg U14 AD,16,81.1,abfeab71-0d7d-436c-b998-bec715b63489,PA Classics Hbg 2011 Girls U15 NAL,u15,
1288,PA Classics Harrisburg,PA Classics Harrisburg U13 AD | PA Classics Harrisburg U14 AD,16,81.1,31164612-8c9b-4648-9460-ce238e761d63,PA Classics Hbg 2009 Boys U17 MLS Next 2,u17,
397,Ventura County Fusion,Ventura County Fusion U13 AD | Ventura County Fusion U13 HD | Ventura County Fusion U14 AD | Ventura County Fusion U14 HD | Ventura County Fusion U15 AD | Ventura County Fusion U15 HD | Ventura County Fusion U16 AD | Ventura County Fusion U16 HD | Ventura County Fusion U17 AD | Ventura County Fusion U17 HD,184,81.0,c809966b-2548-4ed9-9ca3-ebe5f8963ca2,Ventura County United,u12,
397,Ventura County Fusion,Ventura County Fusion U13 AD | Ventura County Fusion U13 HD | Ventura County Fusion U14 AD | Ventura County Fusion U14 HD | Ventura County Fusion U15 AD | Ventura County Fusion U15 HD | Ventura County Fusion U16 AD | Ventura County Fusion U16 HD | Ventura County Fusion U17 AD | Ventura County Fusion U17 HD,184,81.0,dcf70238-e11f-4dca-80f9-aff2727361c1,Ventura County United,u13,
1281,Rhode Island Surf SC,Rhode Island Surf SC U13 AD | Rhode Island Surf SC U14 AD,19,81.0,eb11648d-32d5-4104-b3aa-c53669a5f369,Rhode Island Surf 11G DPL,u15,
1281,Rhode Island Surf SC,Rhode Island Surf SC U13 AD | Rhode Island Surf SC U14 AD,19,81.0,b6a407e0-4548-443e-9fd5-465b941e79ab,Rhode Island Surf 09G DPL,u17,
397,Ventura County Fusion,Ventura County Fusion U13 AD | Ventura County Fusion U13 HD | Ventura County Fusion U14 AD | Ventura County Fusion U14 HD | Ventura County Fusion U15 AD | Ventura County Fusion U15 HD | Ventura County Fusion U16 AD | Ventura County Fusion U16 HD | Ventura County Fusion U17 AD | Ventura County Fusion U17 HD,184,80.8,aada371c-4e27-4f95-8ae2-9dcdcaded30e,Ventura County Fusion 2010B MLS,u16,
466,KSA,KSA U13 AD | KSA U13 HD | KSA U14 AD | KSA U14 HD | KSA U15 AD | KSA U15 HD | KSA U16 AD | KSA U16 HD | KSA U17 AD | KSA U17 HD,194,80.0,4247117c-cf85-4f98-865c-d311b8dea4ed,SA 2009 - Blue,u17,
564,Sacramento United,Sacramento United U13 AD | Sacramento United U13 HD | Sacramento United U14 AD | Sacramento United U14 HD | Sacramento United U15 AD | Sacramento United U15 HD | Sacramento United U16 AD | Sacramento United U16 HD | Sacramento United U17 AD | Sacramento United U17 HD,189,80.0,7df26a76-ca62-4e04-8cc5-4866f020f1a3,Ascent United 2013 Girls,u13,
1139,Keystone FC,Keystone FC U13 AD | Keystone FC U13 HD | Keystone FC U14 AD | Keystone FC U14 HD | Keystone FC U15 HD | Keystone FC U16 HD | Keystone FC U17 HD,132,80.0,8d7f2a12-4cfe-4796-b8b6-3fc8b68bb97a,Hex Keystone 2016 Boys,u10,
14,LA Galaxy,LA Galaxy U13 HD | LA Galaxy U14 HD | LA Galaxy U15 HD | LA Galaxy U16 HD | LA Galaxy U17 HD,131,80.0,1bc4a49d-1a90-4f23-9790-1aecc22732eb,Galaxy,u10,
14,LA Galaxy,LA Galaxy U13 HD | LA Galaxy U14 HD | LA Galaxy U15 HD | LA Galaxy U16 HD | LA Galaxy U17 HD,131,80.0,98c82870-365c-4d50-ac54-ed05bbb7f411,Galaxy,u12,
14,LA Galaxy,LA Galaxy U13 HD | LA Galaxy U14 HD | LA Galaxy U15 HD | LA Galaxy U16 HD | LA Galaxy U17 HD,131,80.0,dca99700-9d33-4f1b-b288-aabaacba9d84,Galaxy,u13,
1325,Tulsa Greenwood SC,Tulsa Greenwood SC U13 AD | Tulsa Greenwood SC U13 HD | Tulsa Greenwood SC U14 AD | Tulsa Greenwood SC U14 HD | Tulsa Greenwood SC U15 AD | Tulsa Greenwood SC U15 HD | Tulsa Greenwood SC U16 AD | Tulsa Greenwood SC U16 HD | Tulsa Greenwood SC U17 AD | Tulsa Greenwood SC U17 HD,99,80.0,bc02d961-a462-4a98-8df9-34f99c8e924b,TUSA Green 2012,u14,
9,San Jose Earthquakes,San Jose Earthquakes U14 HD | San Jose Earthquakes U15 HD | San Jose Earthquakes U16 HD | San Jose Earthquakes U17 HD,80,80.0,dfc2540e-0f70-496e-ac15-4e3e8ddbb8a2,San Jose Earthquakes 2009B MLS,u17,
9,San Jose Earthquakes,San Jose Earthquakes U14 HD | San Jose Earthquakes U15 HD | San Jose Earthquakes U16 HD | San Jose Earthquakes U17 HD,80,80.0,82df7683-2d72-4c04-9d1c-c8fc6d87b726,San Jose Earthquakes 2010B MLS,u16,
1145,Carolina Core FC,Carolina Core FC U13 HD | Carolina Core FC U14 HD | Carolina Core FC U15 HD,76,80.0,3463d802-431e-4a35-94a9-dac75dd70bb8,North Carolina FC 2011 North | ECNL,u15,
1145,Carolina Core FC,Carolina Core FC U13 HD | Carolina Core FC U14 HD | Carolina Core FC U15 HD,76,80.0,f64a6b2b-2fe5-4e89-8c1f-64ede60fd519,North Carolina FC 2013 ECNL Academy North,u13,
1145,Carolina Core FC,Carolina Core FC U13 HD | Carolina Core FC U14 HD | Carolina Core FC U15 HD,76,80.0,43fb4c79-10b5-4069-8d1d-5f9eb16e3208,North Carolina FC 2012 ECNL Academy,u14,
31,Chicago Fire FC,Chicago Fire FC U13 HD | Chicago Fire FC U14 HD | Chicago Fire FC U15 HD | Chicago Fire FC U16 HD | Chicago Fire FC U17 HD,71,80.0,4b6abb99-933f-48eb-961e-5169981a6414,Chicago rogue 2015 City,u11,
942,GFI Academy South,GFI Academy South U13 AD | GFI Academy South U14 AD | GFI Academy South U15 AD | GFI Academy South U16 AD | GFI Academy South U17 AD,64,80.0,2f5bb96a-0915-44cd-940f-c0e79b16f1e3,Ohio Youth Academy 2012,u14,
1420,SGA,SGA U13 AD | SGA U14 AD | SGA U15 AD | SGA U16 AD | SGA U17 AD,54,80.0,4247117c-cf85-4f98-865c-d311b8dea4ed,SA 2009 - Blue,u17,
902,Seattle Celtic,Seattle Celtic U13 AD | Seattle Celtic U14 AD | Seattle Celtic U15 AD | Seattle Celtic U16 AD | Seattle Celtic U17 AD,44,80.0,a1a8ff94-96cc-48d1-a0b5-4667a7375f53,Seattle Celtic B09 EA,u17,
902,Seattle Celtic,Seattle Celtic U13 AD | Seattle Celtic U14 AD | Seattle Celtic U15 AD | Seattle Celtic U16 AD | Seattle Celtic U17 AD,44,80.0,0604f164-59b1-4489-af98-c2a1e6c8a5b5,Seattle Celtic B08 EA,u18,
902,Seattle Celtic,Seattle Celtic U13 AD | Seattle Celtic U14 AD | Seattle Celtic U15 AD | Seattle Celtic U16 AD | Seattle Celtic U17 AD,44,80.0,985a3625-1994-4fc8-b29e-04b19cb2a921,Seattle Celtic B14 EA,u12,
1309,Michigan Bucks Academy,Michigan Bucks Academy U13 AD | Michigan Bucks Academy U14 AD | Michigan Bucks Academy U15 AD | Michigan Bucks Academy U16 AD | Michigan Bucks Academy U17 AD,37,80.0,53cd2cdf-e875-4048-bc5f-84a8bc6b6295,Michigan FC 2018,u13,
1309,Michigan Bucks Academy,Michigan Bucks Academy U13 AD | Michigan Bucks Academy U14 AD | Michigan Bucks Academy U15 AD | Michigan Bucks Academy U16 AD | Michigan Bucks Academy U17 AD,37,80.0,49c39928-d9a0-4b18-9c2b-3138a1dd90dd,Michigan FC 2015,u11,
1272,Carolina Core FC,Carolina Core FC U13 AD | Carolina Core FC U14 AD | Carolina Core FC U15 AD | Carolina Core FC U16 AD | Carolina Core FC U17 AD,33,80.0,3463d802-431e-4a35-94a9-dac75dd70bb8,North Carolina FC 2011 North | ECNL,u15,
1272,Carolina Core FC,Carolina Core FC U13 AD | Carolina Core FC U14 AD | Carolina Core FC U15 AD | Carolina Core FC U16 AD | Carolina Core FC U17 AD,33,80.0,f64a6b2b-2fe5-4e89-8c1f-64ede60fd519,North Carolina FC 2013 ECNL Academy North,u13,
1272,Carolina Core FC,Carolina Core FC U13 AD | Carolina Core FC U14 AD | Carolina Core FC U15 AD | Carolina Core FC U16 AD | Carolina Core FC U17 AD,33,80.0,43fb4c79-10b5-4069-8d1d-5f9eb16e3208,North Carolina FC 2012 ECNL Academy,u14,
1319,Tonka Fusion Elite,Tonka Fusion Elite U13 AD | Tonka Fusion Elite U14 AD | Tonka Fusion Elite U15 AD | Tonka Fusion Elite U16 AD | Tonka Fusion Elite U17 AD,32,80.0,6068210f-cd01-40f2-ac41-f6ebee2c50d8,Elite Fusion 2011,u15,
933,Manitou F.C.,Manitou F.C. U13 AD | Manitou F.C. U14 AD | Manitou F.C. U15 AD | Manitou F.C. U16 AD | Manitou F.C. U17 AD,29,80.0,665c8ba9-9ade-4690-b37e-3ce677cd9256,Manitou F.C. - G13,u13,
1306,Chicago Fire Youth SC,Chicago Fire Youth SC U13 AD | Chicago Fire Youth SC U14 AD | Chicago Fire Youth SC U15 AD | Chicago Fire Youth SC U16 AD,24,80.0,d858182a-0ba0-4741-9161-33243b742663,Chicago Fire 2007 MLS,u18,
1075,Colorado Rapids Youth Soccer Club,Colorado Rapids Youth Soccer Club U13 HD | Colorado Rapids Youth Soccer Club U14 HD,22,80.0,bc5e6012-1397-49d1-937a-cd4fcf77efa2,Colorado Rush South 2009 Blue,u17,
1265,Seacoast United Mass,Seacoast United Mass U13 AD | Seacoast United Mass U14 AD,18,80.0,41d400b3-9e37-4824-9fa7-25b7ee044cb4,Seacoast United 2009B MLS,u17,
1265,Seacoast United Mass,Seacoast United Mass U13 AD | Seacoast United Mass U14 AD,18,80.0,369358cf-46b9-4dba-8c3f-25177327f9b0,Seacoast United 2010B MLS,u16,
